Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-04-01 00:00:00+00:00,453.30999755859375,453.4599914550781,449.1400146484375,452.9200134277344,89048800,0.0,0.0
2022-04-04 00:00:00+00:00,453.1300048828125,456.9100036621094,452.260009765625,456.79998779296875,59601000,0.0,0.0
2022-04-05 00:00:00+00:00,455.2200012207031,457.8299865722656,449.82000732421875,451.0299987792969,74214500,0.0,0.0
2022-04-06 00:00:00+00:00,446.8900146484375,448.92999267578125,443.4700012207031,446.5199890136719,106898000,0.0,0.0
2022-04-07 00:00:00+00:00,445.5899963378906,450.69000244140625,443.5299987792969,448.7699890136719,78097200,0.0,0.0
2022-04-08 00:00:00+00:00,447.9700012207031,450.6300048828125,445.94000244140625,447.57000732421875,79272700,0.0,0.0
2022-04-11 00:00:00+00:00,444.1099853515625,445.0,439.3900146484375,439.9200134277344,89770500,0.0,0.0
2022-04-12 00:00:00+00:00,443.0799865722656,445.75,436.6499938964844,438.2900085449219,84363600,0.0,0.0
2022-04-13 00:00:00+00:00,438.0299987792969,444.1099853515625,437.8399963378906,443.30999755859375,74070400,0.0,0.0
2022-04-14 00:00:00+00:00,443.54998779296875,444.7300109863281,437.67999267578125,437.7900085449219,97869500,0.0,0.0
2022-04-18 00:00:00+00:00,436.80999755859375,439.75,435.6099853515625,437.9700012207031,66002500,0.0,0.0
2022-04-19 00:00:00+00:00,437.8599853515625,445.79998779296875,437.67999267578125,445.0400085449219,77821000,0.0,0.0
2022-04-20 00:00:00+00:00,446.9200134277344,447.57000732421875,443.4800109863281,444.7099914550781,65224400,0.0,0.0
2022-04-21 00:00:00+00:00,448.5400085449219,450.010009765625,437.1000061035156,438.05999755859375,85417300,0.0,0.0
2022-04-22 00:00:00+00:00,436.9100036621094,438.0799865722656,425.44000244140625,426.0400085449219,132471800,0.0,0.0
2022-04-25 00:00:00+00:00,423.6700134277344,428.69000244140625,418.8399963378906,428.510009765625,119647700,0.0,0.0
2022-04-26 00:00:00+00:00,425.8299865722656,426.0400085449219,416.07000732421875,416.1000061035156,103996300,0.0,0.0
2022-04-27 00:00:00+00:00,417.239990234375,422.9200134277344,415.010009765625,417.2699890136719,122030000,0.0,0.0
2022-04-28 00:00:00+00:00,422.2900085449219,429.6400146484375,417.6000061035156,427.80999755859375,105449100,0.0,0.0
2022-04-29 00:00:00+00:00,423.5899963378906,425.8699951171875,411.2099914550781,412.0,145491100,0.0,0.0
2022-05-02 00:00:00+00:00,412.07000732421875,415.9200134277344,405.0199890136719,414.4800109863281,158312500,0.0,0.0
2022-05-03 00:00:00+00:00,415.010009765625,418.92999267578125,413.3599853515625,416.3800048828125,100028200,0.0,0.0
2022-05-04 00:00:00+00:00,417.0799865722656,429.6600036621094,413.7099914550781,429.05999755859375,144247900,0.0,0.0
2022-05-05 00:00:00+00:00,424.54998779296875,425.0,409.44000244140625,413.80999755859375,172929100,0.0,0.0
2022-05-06 00:00:00+00:00,411.1000061035156,414.79998779296875,405.7300109863281,411.3399963378906,151770800,0.0,0.0
2022-05-09 00:00:00+00:00,405.1000061035156,406.4100036621094,396.5,398.1700134277344,155586100,0.0,0.0
2022-05-10 00:00:00+00:00,404.489990234375,406.0799865722656,394.82000732421875,399.0899963378906,132497200,0.0,0.0
2022-05-11 00:00:00+00:00,398.07000732421875,404.0400085449219,391.9599914550781,392.75,142361000,0.0,0.0
2022-05-12 00:00:00+00:00,389.3699951171875,395.79998779296875,385.1499938964844,392.3399963378906,125090800,0.0,0.0
2022-05-13 00:00:00+00:00,396.7099914550781,403.17999267578125,395.6099853515625,401.7200012207031,104174400,0.0,0.0
2022-05-16 00:00:00+00:00,399.9800109863281,403.9700012207031,397.6000061035156,400.0899963378906,78622400,0.0,0.0
2022-05-17 00:00:00+00:00,406.5299987792969,408.57000732421875,402.5799865722656,408.32000732421875,83029700,0.0,0.0
2022-05-18 00:00:00+00:00,403.5,403.79998779296875,390.54998779296875,391.8599853515625,117674500,0.0,0.0
2022-05-19 00:00:00+00:00,388.6199951171875,394.1400146484375,387.1099853515625,389.4599914550781,98510700,0.0,0.0
2022-05-20 00:00:00+00:00,393.25,397.0299987792969,380.5400085449219,389.6300048828125,131432200,0.0,0.0
2022-05-23 00:00:00+00:00,392.8299865722656,397.7300109863281,390.3800048828125,396.9200134277344,76414900,0.0,0.0
2022-05-24 00:00:00+00:00,392.55999755859375,395.1499938964844,386.9599914550781,393.8900146484375,91448800,0.0,0.0
2022-05-25 00:00:00+00:00,392.30999755859375,399.45001220703125,391.8900146484375,397.3699951171875,91472900,0.0,0.0
2022-05-26 00:00:00+00:00,398.6700134277344,407.0400085449219,398.45001220703125,405.30999755859375,82168300,0.0,0.0
2022-05-27 00:00:00+00:00,407.9100036621094,415.3800048828125,407.70001220703125,415.260009765625,84768700,0.0,0.0
2022-05-31 00:00:00+00:00,413.54998779296875,416.4599914550781,410.0299987792969,412.92999267578125,95937000,0.0,0.0
2022-06-01 00:00:00+00:00,415.1700134277344,416.239990234375,406.92999267578125,409.5899963378906,86585800,0.0,0.0
2022-06-02 00:00:00+00:00,409.4200134277344,417.44000244140625,407.0400085449219,417.3900146484375,79609600,0.0,0.0
2022-06-03 00:00:00+00:00,412.3999938964844,414.0400085449219,409.510009765625,410.5400085449219,71874300,0.0,0.0
2022-06-06 00:00:00+00:00,414.7799987792969,416.6099853515625,410.54998779296875,411.7900085449219,57508900,0.0,0.0
2022-06-07 00:00:00+00:00,408.1000061035156,416.2200012207031,407.6099853515625,415.739990234375,59272400,0.0,0.0
2022-06-08 00:00:00+00:00,413.92999267578125,415.82000732421875,410.3800048828125,411.2200012207031,64350000,0.0,0.0
2022-06-09 00:00:00+00:00,409.3399963378906,411.739990234375,401.44000244140625,401.44000244140625,86289800,0.0,0.0
2022-06-10 00:00:00+00:00,394.8800048828125,395.7799987792969,389.75,389.79998779296875,132893900,0.0,0.0
2022-06-13 00:00:00+00:00,379.8500061035156,381.80999755859375,373.29998779296875,375.0,170004900,0.0,0.0
2022-06-14 00:00:00+00:00,376.8500061035156,377.94000244140625,370.5899963378906,373.8699951171875,104011800,0.0,0.0
2022-06-15 00:00:00+00:00,377.3599853515625,383.8999938964844,372.1199951171875,379.20001220703125,125666800,0.0,0.0
2022-06-16 00:00:00+00:00,370.510009765625,370.94000244140625,364.0799865722656,366.6499938964844,134473300,0.0,0.0
2022-06-17 00:00:00+00:00,365.510009765625,369.3800048828125,362.1700134277344,365.8599853515625,111113900,0.0,0.0
2022-06-21 00:00:00+00:00,371.8900146484375,376.5299987792969,371.80999755859375,375.07000732421875,76811900,0.0,0.0
2022-06-22 00:00:00+00:00,370.6199951171875,378.7200012207031,370.17999267578125,374.3900146484375,90059400,0.0,0.0
2022-06-23 00:00:00+00:00,376.6400146484375,378.8299865722656,372.8900146484375,378.05999755859375,79292100,0.0,0.0
2022-06-24 00:00:00+00:00,381.3999938964844,390.0899963378906,381.3699951171875,390.0799865722656,98050300,0.0,0.0
2022-06-27 00:00:00+00:00,391.04998779296875,391.3599853515625,387.44000244140625,388.5899963378906,66009600,0.0,0.0
2022-06-28 00:00:00+00:00,390.2300109863281,393.1600036621094,380.5299987792969,380.6499938964844,86548900,0.0,0.0
2022-06-29 00:00:00+00:00,381.2300109863281,382.2699890136719,378.4200134277344,380.3399963378906,65676000,0.0,0.0
2022-06-30 00:00:00+00:00,376.239990234375,380.6600036621094,372.55999755859375,377.25,112508300,0.0,0.0
2022-07-01 00:00:00+00:00,376.55999755859375,381.70001220703125,373.79998779296875,381.239990234375,74839700,0.0,0.0
2022-07-05 00:00:00+00:00,375.8800048828125,381.9800109863281,372.8999938964844,381.9599914550781,81438000,0.0,0.0
2022-07-06 00:00:00+00:00,382.1099853515625,385.8699951171875,379.6000061035156,383.25,70426200,0.0,0.0
2022-07-07 00:00:00+00:00,385.1199951171875,389.8299865722656,383.2699890136719,388.989990234375,64525900,0.0,0.0
2022-07-08 00:00:00+00:00,387.2699890136719,390.6400146484375,385.6600036621094,388.6700134277344,72397800,0.0,0.0
2022-07-11 00:00:00+00:00,385.8500061035156,386.8699951171875,383.5,384.2300109863281,58366900,0.0,0.0
2022-07-12 00:00:00+00:00,383.6499938964844,386.1600036621094,378.989990234375,380.8299865722656,62219200,0.0,0.0
2022-07-13 00:00:00+00:00,375.1000061035156,381.9200134277344,374.6600036621094,378.8299865722656,84224600,0.0,0.0
2022-07-14 00:00:00+00:00,373.6099853515625,379.04998779296875,371.0400085449219,377.9100036621094,89704800,0.0,0.0
2022-07-15 00:00:00+00:00,382.54998779296875,385.25,380.5400085449219,385.1300048828125,79060400,0.0,0.0
2022-07-18 00:00:00+00:00,388.3800048828125,389.0899963378906,380.6600036621094,381.95001220703125,63203600,0.0,0.0
2022-07-19 00:00:00+00:00,386.0799865722656,392.8699951171875,385.3900146484375,392.2699890136719,78506000,0.0,0.0
2022-07-20 00:00:00+00:00,392.4700012207031,396.260009765625,391.0299987792969,394.7699890136719,71843800,0.0,0.0
2022-07-21 00:00:00+00:00,394.1600036621094,398.8399963378906,391.6300048828125,398.7900085449219,64903900,0.0,0.0
2022-07-22 00:00:00+00:00,398.9200134277344,400.17999267578125,392.75,395.0899963378906,72197300,0.0,0.0
2022-07-25 00:00:00+00:00,395.75,396.4700012207031,393.2099914550781,395.57000732421875,53631500,0.0,0.0
2022-07-26 00:00:00+00:00,393.8399963378906,394.05999755859375,389.95001220703125,390.8900146484375,52946400,0.0,0.0
2022-07-27 00:00:00+00:00,394.3599853515625,402.8800048828125,394.04998779296875,401.0400085449219,82342100,0.0,0.0
2022-07-28 00:00:00+00:00,401.8900146484375,406.79998779296875,398.1499938964844,406.07000732421875,73966600,0.0,0.0
2022-07-29 00:00:00+00:00,407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,87003700,0.0,0.0
2022-08-01 00:00:00+00:00,409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,69997500,0.0,0.0
2022-08-02 00:00:00+00:00,409.1199951171875,413.0,406.82000732421875,408.05999755859375,63435400,0.0,0.0
2022-08-03 00:00:00+00:00,410.29998779296875,415.67999267578125,410.0,414.45001220703125,67820600,0.0,0.0
2022-08-04 00:00:00+00:00,414.3699951171875,415.0899963378906,412.44000244140625,414.1700134277344,45656600,0.0,0.0
2022-08-05 00:00:00+00:00,409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,56814900,0.0,0.0
2022-08-08 00:00:00+00:00,415.25,417.6199951171875,411.8299865722656,412.989990234375,53886100,0.0,0.0
2022-08-09 00:00:00+00:00,412.2200012207031,412.75,410.2200012207031,411.3500061035156,44931800,0.0,0.0
2022-08-10 00:00:00+00:00,418.7799987792969,420.1400146484375,416.7200012207031,419.989990234375,68665700,0.0,0.0
2022-08-11 00:00:00+00:00,422.989990234375,424.95001220703125,419.2099914550781,419.989990234375,59489700,0.0,0.0
2022-08-12 00:00:00+00:00,422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,61694500,0.0,0.0
2022-08-15 00:00:00+00:00,424.7699890136719,429.4100036621094,424.7099914550781,428.8599853515625,54048300,0.0,0.0
2022-08-16 00:00:00+00:00,427.7300109863281,431.7300109863281,426.8800048828125,429.70001220703125,59289000,0.0,0.0
2022-08-17 00:00:00+00:00,425.9100036621094,429.5,424.5400085449219,426.6499938964844,63563400,0.0,0.0
2022-08-18 00:00:00+00:00,426.8599853515625,428.6099853515625,425.5,427.8900146484375,49023200,0.0,0.0
2022-08-19 00:00:00+00:00,424.9800109863281,425.260009765625,421.2200012207031,422.1400146484375,68016900,0.0,0.0
2022-08-22 00:00:00+00:00,417.04998779296875,417.2300109863281,412.3999938964844,413.3500061035156,77695600,0.0,0.0
2022-08-23 00:00:00+00:00,412.8999938964844,415.4200134277344,411.7699890136719,412.3500061035156,49105200,0.0,0.0
2022-08-24 00:00:00+00:00,412.1099853515625,415.1099853515625,411.3900146484375,413.6700134277344,49177800,0.0,0.0
2022-08-25 00:00:00+00:00,415.239990234375,419.55999755859375,414.0899963378906,419.510009765625,50942300,0.0,0.0
2022-08-26 00:00:00+00:00,419.3900146484375,419.9599914550781,405.25,405.30999755859375,103087000,0.0,0.0
2022-08-29 00:00:00+00:00,402.20001220703125,405.8399963378906,401.20001220703125,402.6300048828125,65370800,0.0,0.0
2022-08-30 00:00:00+00:00,403.8500061035156,404.1000061035156,396.0,398.2099914550781,85652400,0.0,0.0
2022-08-31 00:00:00+00:00,399.92999267578125,401.239990234375,395.0400085449219,395.17999267578125,76029700,0.0,0.0
2022-09-01 00:00:00+00:00,392.8900146484375,396.7799987792969,390.0400085449219,396.4200134277344,78740100,0.0,0.0
2022-09-02 00:00:00+00:00,400.2799987792969,401.55999755859375,390.3299865722656,392.239990234375,99632100,0.0,0.0
2022-09-06 00:00:00+00:00,393.1300048828125,394.1199951171875,388.4200134277344,390.760009765625,76637400,0.0,0.0
2022-09-07 00:00:00+00:00,390.42999267578125,398.5899963378906,390.20001220703125,397.7799987792969,70964200,0.0,0.0
2022-09-08 00:00:00+00:00,395.3900146484375,400.8599853515625,394.1199951171875,400.3800048828125,80821700,0.0,0.0
2022-09-09 00:00:00+00:00,402.739990234375,407.510009765625,402.4599914550781,406.6000061035156,76706900,0.0,0.0
2022-09-12 00:00:00+00:00,408.7799987792969,411.7300109863281,408.4599914550781,410.9700012207031,69256300,0.0,0.0
2022-09-13 00:00:00+00:00,401.8299865722656,403.1000061035156,391.9200134277344,393.1000061035156,122947100,0.0,0.0
2022-09-14 00:00:00+00:00,394.4700012207031,396.20001220703125,391.1199951171875,394.6000061035156,85023700,0.0,0.0
2022-09-15 00:00:00+00:00,392.9599914550781,395.9599914550781,388.7799987792969,390.1199951171875,87633800,0.0,0.0
2022-09-16 00:00:00+00:00,384.1400146484375,386.25,382.1099853515625,385.55999755859375,103084800,0.0,0.0
2022-09-19 00:00:00+00:00,382.260009765625,388.54998779296875,382.17999267578125,388.54998779296875,73278500,0.0,0.0
2022-09-20 00:00:00+00:00,385.05999755859375,386.1199951171875,381.20001220703125,384.0899963378906,77274900,0.0,0.0
2022-09-21 00:00:00+00:00,386.1099853515625,389.30999755859375,377.3800048828125,377.3900146484375,106746600,0.0,0.0
2022-09-22 00:00:00+00:00,376.5799865722656,378.29998779296875,373.44000244140625,374.2200012207031,89472600,0.0,0.0
2022-09-23 00:00:00+00:00,370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,122346900,0.0,0.0
2022-09-26 00:00:00+00:00,366.4100036621094,370.2099914550781,363.0299987792969,364.30999755859375,92581200,0.0,0.0
2022-09-27 00:00:00+00:00,368.0199890136719,370.3999938964844,360.8699951171875,363.3800048828125,108294100,0.0,0.0
2022-09-28 00:00:00+00:00,364.3800048828125,372.29998779296875,362.6000061035156,370.5299987792969,110802200,0.0,0.0
2022-09-29 00:00:00+00:00,366.80999755859375,367.1099853515625,359.70001220703125,362.7900085449219,112952300,0.0,0.0
2022-09-30 00:00:00+00:00,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,153711200,0.0,0.0
2022-10-03 00:00:00+00:00,361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,89756500,0.0,0.0
2022-10-04 00:00:00+00:00,372.3999938964844,378.0,366.57000732421875,377.9700012207031,103602800,0.0,0.0
2022-10-05 00:00:00+00:00,373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,88065700,0.0,0.0
2022-10-06 00:00:00+00:00,375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,82333500,0.0,0.0
2022-10-07 00:00:00+00:00,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,107789500,0.0,0.0
2022-10-10 00:00:00+00:00,363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,76042800,0.0,0.0
2022-10-11 00:00:00+00:00,358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,92482800,0.0,0.0
2022-10-12 00:00:00+00:00,358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,76991800,0.0,0.0
2022-10-13 00:00:00+00:00,349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,147254500,0.0,0.0
2022-10-14 00:00:00+00:00,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,123737000,0.0,0.0
2022-10-17 00:00:00+00:00,364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,93168200,0.0,0.0
2022-10-18 00:00:00+00:00,375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,97162900,0.0,0.0
2022-10-19 00:00:00+00:00,368.989990234375,371.8500061035156,365.54998779296875,368.5,79746900,0.0,0.0
2022-10-20 00:00:00+00:00,368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,88283100,0.0,0.0
2022-10-21 00:00:00+00:00,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,131038400,0.0,0.0
2022-10-24 00:00:00+00:00,375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,85436900,0.0,0.0
2022-10-25 00:00:00+00:00,378.7900085449219,385.25,378.6700134277344,384.9200134277344,78846300,0.0,0.0
2022-10-26 00:00:00+00:00,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,104087300,0.0,0.0
2022-10-27 00:00:00+00:00,383.07000732421875,385.0,379.3299865722656,379.9800109863281,81971800,0.0,0.0
2022-10-28 00:00:00+00:00,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,100302000,0.0,0.0
2022-10-31 00:00:00+00:00,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,96631300,0.0,0.0
2022-11-01 00:00:00+00:00,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,85407600,0.0,0.0
2022-11-02 00:00:00+00:00,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,126990400,0.0,0.0
2022-11-03 00:00:00+00:00,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,87100100,0.0,0.0
2022-11-04 00:00:00+00:00,377.0,378.8699951171875,370.0,376.3500061035156,103505200,0.0,0.0
2022-11-07 00:00:00+00:00,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,68286900,0.0,0.0
2022-11-08 00:00:00+00:00,381.1099853515625,385.1199951171875,377.7200012207031,382.0,84641100,0.0,0.0
2022-11-09 00:00:00+00:00,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,78495500,0.0,0.0
2022-11-10 00:00:00+00:00,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,141455800,0.0,0.0
2022-11-11 00:00:00+00:00,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,93839900,0.0,0.0
2022-11-14 00:00:00+00:00,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,71903500,0.0,0.0
2022-11-15 00:00:00+00:00,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,93194500,0.0,0.0
2022-11-16 00:00:00+00:00,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,68508500,0.0,0.0
2022-11-17 00:00:00+00:00,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,74496300,0.0,0.0
2022-11-18 00:00:00+00:00,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,92922500,0.0,0.0
2022-11-21 00:00:00+00:00,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,51243200,0.0,0.0
2022-11-22 00:00:00+00:00,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,60429000,0.0,0.0
